video_time_s,csv_time_s,label,label_name,note
337.338,346.157,6,Aufschlag von unten,
341.538,350.357,2,Rueckhand,
345.205,354.024,2,Rueckhand,
358.205,367.024,7,Kein Schlag / Other,
367.005,375.824,6,Aufschlag von unten,
371.238,380.057,2,Rueckhand,
376.404,385.223,7,Kein Schlag / Other,
386.704,395.523,6,Aufschlag von unten,
390.438,399.257,1,Vorhand,
397.938,406.757,2,Rueckhand,
401.404,410.223,1,Vorhand,
404.871,413.690,1,Vorhand,
411.504,420.323,1,Vorhand,
414.504,423.323,2,Rueckhand,
424.971,433.790,6,Aufschlag von unten,
428.538,437.357,2,Rueckhand,
431.171,439.990,1,Vorhand,
433.904,442.723,8,Schlaeger drehen,
437.104,445.923,2,Rueckhand,
441.538,450.357,6,Aufschlag von unten,
445.304,454.123,4,Slice Rueckhand,
448.971,457.790,4,Slice Rueckhand,
452.204,461.023,8,Schlaeger drehen,
459.903,468.722,10,Unsicher,
467.637,476.456,8,Schlaeger drehen,
477.870,486.689,2,Rueckhand,
481.770,490.589,1,Vorhand,
487.270,496.089,1,Vorhand,
490.037,498.856,1,Vorhand,
492.837,501.656,8,Schlaeger drehen,
494.237,503.056,8,Schlaeger drehen,
495.403,504.222,8,Schlaeger drehen,
500.303,509.122,1,Vorhand,
503.670,512.489,1,Vorhand,
506.703,515.522,1,Vorhand,
510.537,519.356,8,Schlaeger drehen,
512.970,521.789,6,Aufschlag von unten,
516.503,525.322,4,Slice Rueckhand,
519.770,528.589,1,Vorhand,
523.737,532.556,1,Vorhand,
526.637,535.456,1,Vorhand,
529.570,538.389,7,Kein Schlag / Other,
532.803,541.622,1,Vorhand,
536.237,545.056,8,Schlaeger drehen,
542.203,551.022,8,Schlaeger drehen,
544.703,553.522,7,Kein Schlag / Other,
570.303,579.122,2,Rueckhand,
572.703,581.522,8,Schlaeger drehen,
576.570,585.389,1,Vorhand,
579.837,588.656,8,Schlaeger drehen,
583.270,592.089,1,Vorhand,
586.303,595.122,1,Vorhand,
587.783,596.602,7,Kein Schlag / Other,
595.117,603.936,2,Rueckhand,
602.617,611.436,7,Kein Schlag / Other,
617.950,626.769,8,Schlaeger drehen,
627.817,636.636,8,Schlaeger drehen,
629.083,637.902,8,Schlaeger drehen,
632.183,641.002,1,Vorhand,
635.083,643.902,1,Vorhand,
637.883,646.702,1,Vorhand,
642.017,650.836,8,Schlaeger drehen,
643.517,652.336,8,Schlaeger drehen,
647.150,655.969,1,Vorhand,
649.983,658.802,3,Slice Vorhand,
651.417,660.236,7,Kein Schlag / Other,
657.983,666.802,7,Kein Schlag / Other,
660.117,668.936,7,Kein Schlag / Other,
661.783,670.602,6,Aufschlag von unten,
666.183,675.002,1,Vorhand,
669.583,678.402,10,Unsicher,
679.017,687.836,6,Aufschlag von unten,
682.483,691.302,1,Vorhand,
685.583,694.402,2,Rueckhand,
690.383,699.202,1,Vorhand,
693.517,702.336,3,Slice Vorhand,
702.483,711.302,6,Aufschlag von unten,
705.650,714.469,1,Vorhand,
708.750,717.569,1,Vorhand,
712.117,720.936,2,Rueckhand,
725.583,734.402,10,Unsicher,
727.450,736.269,10,Unsicher,
733.683,742.502,6,Aufschlag von unten,
737.550,746.369,8,Schlaeger drehen,
739.617,748.436,1,Vorhand,
745.950,754.769,6,Aufschlag von unten,
749.617,758.436,2,Rueckhand,
754.050,762.869,3,Slice Vorhand,
759.050,767.869,7,Kein Schlag / Other,
761.383,770.202,7,Kein Schlag / Other,
778.683,787.502,6,Aufschlag von unten,
782.183,791.002,1,Vorhand,
786.617,795.436,6,Aufschlag von unten,
790.250,799.069,1,Vorhand,
793.283,802.102,1,Vorhand,
795.583,804.402,7,Kein Schlag / Other,
814.317,823.136,6,Aufschlag von unten,
817.783,826.602,2,Rueckhand,
821.717,830.536,1,Vorhand,
825.317,834.136,2,Rueckhand,
828.117,836.936,10,Unsicher,
829.583,838.402,7,Kein Schlag / Other,
830.517,839.336,8,Schlaeger drehen,
832.983,841.802,1,Vorhand,
836.150,844.969,1,Vorhand,
839.617,848.436,2,Rueckhand,
842.950,851.769,2,Rueckhand,
