video_time_s,csv_time_s,label,label_name,note
951.270,929.242,9,Schwung ohne Ball,
960.302,938.274,10,Unsicher,
987.795,965.767,1,Vorhand,
992.030,970.002,1,Vorhand,
1001.083,979.055,1,Vorhand,
1004.174,982.146,8,Schlaeger drehen,
1042.578,1020.550,10,Unsicher,
1048.720,1026.692,1,Vorhand,
1052.799,1030.771,4,Slice Rueckhand,
1111.243,1089.215,5,Aufschlag,
1195.616,1173.588,6,Aufschlag von unten,
1198.747,1176.719,4,Slice Rueckhand,
1202.490,1180.462,1,Vorhand,
1205.767,1183.739,6,Aufschlag von unten,
1210.728,1188.700,10,Unsicher,
1230.239,1208.211,8,Schlaeger drehen,
1233.189,1211.161,7,Kein Schlag / Other,
1235.936,1213.908,3,Slice Vorhand,
1239.084,1217.056,3,Slice Vorhand,
1243.554,1221.526,3,Slice Vorhand,
1256.348,1234.320,5,Aufschlag,
1272.671,1250.643,6,Aufschlag von unten,
1277.681,1255.653,10,Unsicher,
1282.571,1260.543,4,Slice Rueckhand,
1287.435,1265.407,8,Schlaeger drehen,
1371.548,1349.520,3,Slice Vorhand,
1374.129,1352.101,6,Aufschlag von unten,
1379.167,1357.139,3,Slice Vorhand,
1382.803,1360.775,1,Vorhand,
1391.580,1369.552,1,Vorhand,
1396.537,1374.509,4,Slice Rueckhand,
1431.663,1409.635,3,Slice Vorhand,
1444.642,1422.614,1,Vorhand,
1447.991,1425.963,3,Slice Vorhand,
1450.677,1428.649,4,Slice Rueckhand,
1462.675,1440.647,6,Aufschlag von unten,
1469.912,1447.884,6,Aufschlag von unten,
1473.966,1451.938,4,Slice Rueckhand,
1477.539,1455.511,4,Slice Rueckhand,
1478.310,1456.282,7,Kein Schlag / Other,
1490.349,1468.321,6,Aufschlag von unten,
1494.297,1472.269,4,Slice Rueckhand,
1516.953,1494.925,3,Slice Vorhand,
1520.104,1498.076,1,Vorhand,
1523.635,1501.607,3,Slice Vorhand,
1532.864,1510.836,6,Aufschlag von unten,
1542.368,1520.340,6,Aufschlag von unten,
1553.429,1531.401,6,Aufschlag von unten,
1560.748,1538.720,6,Aufschlag von unten,
1565.833,1543.805,3,Slice Vorhand,
1588.804,1566.776,3,Slice Vorhand,
1607.983,1585.955,5,Aufschlag,
1630.114,1608.086,6,Aufschlag von unten,
1634.739,1612.711,3,Slice Vorhand,
1637.503,1615.475,5,Aufschlag,
1641.069,1619.041,3,Slice Vorhand,
1661.493,1639.465,6,Aufschlag von unten,
1669.361,1647.333,1,Vorhand,
1673.581,1651.553,8,Schlaeger drehen,
1677.076,1655.048,1,Vorhand,
1680.011,1657.983,4,Slice Rueckhand,
1696.976,1674.948,3,Slice Vorhand,
1701.744,1679.716,3,Slice Vorhand,
1704.165,1682.137,6,Aufschlag von unten,
1707.677,1685.649,3,Slice Vorhand,
1713.134,1691.106,4,Slice Rueckhand,
1717.501,1695.473,8,Schlaeger drehen,
1721.065,1699.037,3,Slice Vorhand,
1726.767,1704.739,8,Schlaeger drehen,
1732.368,1710.340,6,Aufschlag von unten,
1736.502,1714.474,4,Slice Rueckhand,
1740.683,1718.655,2,Rueckhand,
1756.846,1734.818,6,Aufschlag von unten,
1760.297,1738.269,3,Slice Vorhand,
1763.033,1741.005,6,Aufschlag von unten,
1769.297,1747.269,8,Schlaeger drehen,
1776.857,1754.829,6,Aufschlag von unten,
1781.373,1759.345,2,Rueckhand,
1783.081,1761.053,7,Kein Schlag / Other,
1784.278,1762.250,7,Kein Schlag / Other,
1788.988,1766.960,7,Kein Schlag / Other,
1799.579,1777.551,6,Aufschlag von unten,
1803.573,1781.545,3,Slice Vorhand,
1828.612,1806.584,6,Aufschlag von unten,
1833.102,1811.074,3,Slice Vorhand,
1837.865,1815.837,10,Unsicher,
1843.236,1821.208,1,Vorhand,
1850.624,1828.596,1,Vorhand,
1854.500,1832.472,1,Vorhand,
1863.074,1841.046,3,Slice Vorhand,
1866.632,1844.604,7,Kein Schlag / Other,
1876.616,1854.588,10,Unsicher,
1880.407,1858.379,10,Unsicher,
1906.784,1884.756,7,Kein Schlag / Other,
1911.678,1889.650,1,Vorhand,
1914.434,1892.406,6,Aufschlag von unten,
1919.174,1897.146,3,Slice Vorhand,
1922.687,1900.659,1,Vorhand,
1931.701,1909.673,1,Vorhand,
1935.112,1913.084,7,Kein Schlag / Other,
1935.677,1913.649,7,Kein Schlag / Other,
1939.755,1917.727,2,Rueckhand,
1943.040,1921.012,1,Vorhand,
1943.870,1921.842,9,Schwung ohne Ball,
1951.371,1929.343,3,Slice Vorhand,
1955.733,1933.705,4,Slice Rueckhand,
1962.456,1940.428,7,Kein Schlag / Other,
1965.916,1943.888,2,Rueckhand,
1978.428,1956.400,10,Unsicher,
